No.,標準特厚,種,杭種,typ,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y
304,特厚,,SC-900-特厚-105-19,SC,900,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
305,特厚,,SC-900-特厚-105-22,SC,900,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
306,特厚,,SC-900-特厚-105-25,SC,900,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
307,標準,,SC-1000-標準-80-6,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
308,標準,,SC-1000-標準-80-9,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
309,標準,,SC-1000-標準-80-12,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
310,標準,,SC-1000-標準-80-14,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
311,標準,,SC-1000-標準-80-16,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
312,標準,,SC-1000-標準-80-19,SC,1000,130,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
313,標準,,SC-1000-標準-105-6,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
314,標準,,SC-1000-標準-105-9,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
315,標準,,SC-1000-標準-105-12,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
316,標準,,SC-1000-標準-105-14,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
317,標準,,SC-1000-標準-105-16,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
318,標準,,SC-1000-標準-105-19,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
319,標準,,SC-1000-標準-105-22,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
320,標準,,SC-1000-標準-105-25,SC,1000,130,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
321,特厚,,SC-1000-特厚-105-6,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
322,特厚,,SC-1000-特厚-105-9,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
323,特厚,,SC-1000-特厚-105-12,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
324,特厚,,SC-1000-特厚-105-14,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
325,特厚,,SC-1000-特厚-105-16,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
326,特厚,,SC-1000-特厚-105-19,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
327,特厚,,SC-1000-特厚-105-22,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
328,特厚,,SC-1000-特厚-105-25,SC,1000,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
329,標準,,SC-1100-標準-80-6,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
330,標準,,SC-1100-標準-80-9,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
331,標準,,SC-1100-標準-80-12,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
332,標準,,SC-1100-標準-80-14,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
333,標準,,SC-1100-標準-80-16,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
334,標準,,SC-1100-標準-80-19,SC,1100,140,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
335,標準,,SC-1100-標準-105-6,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
336,標準,,SC-1100-標準-105-9,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
337,標準,,SC-1100-標準-105-12,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
338,標準,,SC-1100-標準-105-14,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
339,標準,,SC-1100-標準-105-16,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
340,標準,,SC-1100-標準-105-19,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
341,標準,,SC-1100-標準-105-22,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
342,標準,,SC-1100-標準-105-25,SC,1100,140,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
343,特厚,,SC-1100-特厚-105-6,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
344,特厚,,SC-1100-特厚-105-9,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
