No.,標準特厚,種,杭種,typ,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y
161,標準,B,PHC-1100-標準-123-B,PHC,1100,140,123,70,4.0 ,8.0 ,42000 ,4400,980,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
162,特厚,B,PHC-1100-特厚-123-B,PHC,1100,160,123,70,3.5 ,7.0 ,42000 ,4400,980,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
163,標準,C,PHC-1100-標準-123-C,PHC,1100,140,123,70,5.0 ,10.0 ,42000 ,5500,980,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
164,特厚,C,PHC-1100-特厚-123-C,PHC,1100,160,123,70,4.3 ,8.6 ,42000 ,5500,980,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
165,標準,A,PHC-1200-標準-80-A,PHC,1200,150,80,44,2.0 ,4.0 ,40000 ,2600,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
166,標準,B,PHC-1200-標準-85-B,PHC,1200,150,85,48,4.0 ,8.0 ,40000 ,5000,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
167,標準,C,PHC-1200-標準-85-C,PHC,1200,150,85,48,5.0 ,10.0 ,40000 ,6400,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
168,標準,A,PHC-1200-標準-105-A,PHC,1200,150,105,60,2.0 ,4.0 ,40000 ,2600,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
169,特厚,A,PHC-1200-特厚-105-A,PHC,1200,170,105,60,1.8 ,3.6 ,40000 ,2600,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
170,標準,B,PHC-1200-標準-105-B,PHC,1200,150,105,60,4.0 ,8.0 ,40000 ,5000,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
171,特厚,B,PHC-1200-特厚-105-B,PHC,1200,170,105,60,3.6 ,7.1 ,40000 ,5000,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
172,標準,C,PHC-1200-標準-105-C,PHC,1200,150,105,60,5.0 ,10.0 ,40000 ,6400,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
173,特厚,C,PHC-1200-特厚-105-C,PHC,1200,170,105,60,4.4 ,8.8 ,40000 ,6400,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
174,標準,A,PHC-1200-標準-123-A,PHC,1200,150,123,70,2.0 ,4.0 ,42000 ,2600,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
175,特厚,A,PHC-1200-特厚-123-A,PHC,1200,170,123,70,1.8 ,3.6 ,42000 ,2600,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
176,標準,B,PHC-1200-標準-123-B,PHC,1200,150,123,70,4.0 ,8.0 ,42000 ,5000,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
177,特厚,B,PHC-1200-特厚-123-B,PHC,1200,170,123,70,3.6 ,7.1 ,42000 ,5000,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
178,標準,C,PHC-1200-標準-123-C,PHC,1200,150,123,70,5.0 ,10.0 ,42000 ,6400,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
179,特厚,C,PHC-1200-特厚-123-C,PHC,1200,170,123,70,4.4 ,8.8 ,42000 ,6400,1080,1275,1420,200000 ,false,0,0,0,0,0,0,0,0,0,0
