イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,78,12,P:System.Windows.Media.Media3D.Point3D.X,,,,,"var m3 = CreateTransform3x3(                  nodeJ.Coord.X - nodeI.Coord.X,                  nodeJ.Coord.Y - nodeI.Coord.Y,                  nodeJ.Coord.Z - nodeI.Coord.Z,                  coordAngle);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,78,12,T:System.Windows.Media.Media3D.Point3D,,,,,"var m3 = CreateTransform3x3(                  nodeJ.Coord.X - nodeI.Coord.X,                  nodeJ.Coord.Y - nodeI.Coord.Y,                  nodeJ.Coord.Z - nodeI.Coord.Z,                  coordAngle);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,78,12,P:System.Windows.Media.Media3D.Point3D.X,,,,,"var m3 = CreateTransform3x3(                  nodeJ.Coord.X - nodeI.Coord.X,                  nodeJ.Coord.Y - nodeI.Coord.Y,                  nodeJ.Coord.Z - nodeI.Coord.Z,                  coordAngle);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,72,8,T:System.Windows.Media.Media3D.Vector3D,,,,,"public static Matrix<double> GetNodeTransformMatrix(Vector3D v, double coordAngle = 0.0)"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,73,44,P:System.Windows.Media.Media3D.Vector3D.Z,,,,,v.Z
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,73,39,P:System.Windows.Media.Media3D.Vector3D.Y,,,,,v.Y
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,73,34,P:System.Windows.Media.Media3D.Vector3D.X,,,,,v.X
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,17,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthZ = Math.Abs(nodeI.Coord.Z - nodeJ.Coord.Z);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,17,12,P:System.Windows.Media.Media3D.Point3D.Z,,,,,double lengthZ = Math.Abs(nodeI.Coord.Z - nodeJ.Coord.Z);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,17,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthZ = Math.Abs(nodeI.Coord.Z - nodeJ.Coord.Z);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,17,12,P:System.Windows.Media.Media3D.Point3D.Z,,,,,double lengthZ = Math.Abs(nodeI.Coord.Z - nodeJ.Coord.Z);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,16,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthY = Math.Abs(nodeI.Coord.Y - nodeJ.Coord.Y);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,16,12,P:System.Windows.Media.Media3D.Point3D.Y,,,,,double lengthY = Math.Abs(nodeI.Coord.Y - nodeJ.Coord.Y);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,16,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthY = Math.Abs(nodeI.Coord.Y - nodeJ.Coord.Y);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,16,12,P:System.Windows.Media.Media3D.Point3D.Y,,,,,double lengthY = Math.Abs(nodeI.Coord.Y - nodeJ.Coord.Y);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,15,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthX = Math.Abs(nodeI.Coord.X - nodeJ.Coord.X);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,15,12,P:System.Windows.Media.Media3D.Point3D.X,,,,,double lengthX = Math.Abs(nodeI.Coord.X - nodeJ.Coord.X);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,15,12,T:System.Windows.Media.Media3D.Point3D,,,,,double lengthX = Math.Abs(nodeI.Coord.X - nodeJ.Coord.X);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\Utils.cs,15,12,P:System.Windows.Media.Media3D.Point3D.X,,,,,double lengthX = Math.Abs(nodeI.Coord.X - nodeJ.Coord.X);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,T:System.Windows.Media.Media3D.Point3D,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,P:System.Windows.Media.Media3D.Point3D.Z,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,T:System.Windows.Media.Media3D.Point3D,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,P:System.Windows.Media.Media3D.Point3D.Y,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,T:System.Windows.Media.Media3D.Point3D,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1428,20,P:System.Windows.Media.Media3D.Point3D.X,,,,,"warnings.Add($""節点 '{node.Name}' [{node.Coord.X:F3},{node.Coord.Y:F3},{node.Coord.Z:F3}]: "" +                          $""どの要素/ばね/剛体にも接続されていません（孤立節点）。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.Z,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.Y,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.X,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.Z,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.Y,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,T:System.Windows.Media.Media3D.Point3D,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1388,20,P:System.Windows.Media.Media3D.Point3D.X,,,,,"errors.Add($""要素 '{beam.Name}': 要素長がゼロです "" +                          $""(NodeI={beam.NodeI.Name} [{beam.NodeI.Coord.X:F3},{beam.NodeI.Coord.Y:F3},{beam.NodeI.Coord.Z:F3}], "" +                          $""NodeJ={beam.NodeJ.Name} [{beam.NodeJ.Coord.X:F3},{beam.NodeJ.Coord.Y:F3},{beam.NodeJ.Coord.Z:F3}])。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1359,12,T:System.Windows.Media.Media3D.Point3D,,,,,var arm = pileHeadNode.Coord - capNode.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1359,12,T:System.Windows.Media.Media3D.Point3D,,,,,var arm = pileHeadNode.Coord - capNode.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1334,12,T:System.Windows.Media.Media3D.Point3D,,,,,var armCapToAP = capNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1334,12,T:System.Windows.Media.Media3D.Point3D,,,,,var armCapToAP = capNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1330,12,T:System.Windows.Media.Media3D.Point3D,,,,,var armToAP = pileHeadNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1330,12,T:System.Windows.Media.Media3D.Point3D,,,,,var armToAP = pileHeadNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1246,16,P:System.Windows.Media.Media3D.Vector3D.Z,,,,,"log.AppendLine($""  {node.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({arm.X:F3},{arm.Y:F3},{arm.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1246,16,P:System.Windows.Media.Media3D.Vector3D.Y,,,,,"log.AppendLine($""  {node.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({arm.X:F3},{arm.Y:F3},{arm.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1246,16,P:System.Windows.Media.Media3D.Vector3D.X,,,,,"log.AppendLine($""  {node.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({arm.X:F3},{arm.Y:F3},{arm.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1228,16,T:System.Windows.Media.Media3D.Point3D,,,,,var arm = node.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1228,16,T:System.Windows.Media.Media3D.Point3D,,,,,var arm = node.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1177,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1177,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1177,16,P:System.Windows.Media.Media3D.Vector3D.Length,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1174,16,P:System.Windows.Media.Media3D.Vector3D.Z,,,,,"log.AppendLine($""  {connectionNode.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({armToAP.X:F3},{armToAP.Y:F3},{armToAP.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1174,16,P:System.Windows.Media.Media3D.Vector3D.Y,,,,,"log.AppendLine($""  {connectionNode.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({armToAP.X:F3},{armToAP.Y:F3},{armToAP.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1174,16,P:System.Windows.Media.Media3D.Vector3D.X,,,,,"log.AppendLine($""  {connectionNode.Name} → ActionPoint: 剛床slave(Ux,Uy,Rz) arm=({armToAP.X:F3},{armToAP.Y:F3},{armToAP.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1155,16,T:System.Windows.Media.Media3D.Point3D,,,,,var armToAP = connectionNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1155,16,T:System.Windows.Media.Media3D.Point3D,,,,,var armToAP = connectionNode.Coord - actionPoint.Coord;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,T:System.Windows.Media.Media3D.Point3D,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,P:System.Windows.Media.Media3D.Point3D.Z,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,T:System.Windows.Media.Media3D.Point3D,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,P:System.Windows.Media.Media3D.Point3D.Y,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,T:System.Windows.Media.Media3D.Point3D,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1118,12,P:System.Windows.Media.Media3D.Point3D.X,,,,,"log.AppendLine($""ActionPoint: ({actionPoint.Coord.X:F3}, {actionPoint.Coord.Y:F3}, {actionPoint.Coord.Z:F3})"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1070,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1070,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,1070,16,P:System.Windows.Media.Media3D.Vector3D.Length,,,,,double dist = (capNode.Coord - connectionNode.Coord).Length;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,899,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dz = node.Coord.Z - z;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,899,16,P:System.Windows.Media.Media3D.Point3D.Z,,,,,double dz = node.Coord.Z - z;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,898,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dy = node.Coord.Y - y;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,898,16,P:System.Windows.Media.Media3D.Point3D.Y,,,,,double dy = node.Coord.Y - y;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,897,16,T:System.Windows.Media.Media3D.Point3D,,,,,double dx = node.Coord.X - x;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,897,16,P:System.Windows.Media.Media3D.Point3D.X,,,,,double dx = node.Coord.X - x;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,544,16,T:System.Windows.Media.Media3D.Point3D,,,,,"if (i > 0 && Math.Abs(z - prevPileNode!.Coord.Z) < 1e-10)                  {                      Log.Warning(                          ""[AnalysisModelling] 重複 Z 座標スキップ: Pile-{PileNo} i={Index} Z={Z:F6}"",                          pile.No, i, z);                      continue;                  }"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,Graphics_r1\PileDesign.csproj,File,Graphics_r1\FEM\AnalysisModelling.cs,544,16,P:System.Windows.Media.Media3D.Point3D.Z,,,,,"if (i > 0 && Math.Abs(z - prevPileNode!.Coord.Z) < 1e-10)                  {                      Log.Warning(                          ""[AnalysisModelling] 重複 Z 座標スキップ: Pile-{PileNo} i={Index} Z={Z:F6}"",                          pile.No, i, z);                      continue;                  }"
