Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,Ao,Ae,Io,Ie,Ze,SigmaCeSpec,SigmaCeCalc,Nal,Mal,Mas,Mc,Mu,Qal,Qas,Qu,Ec,Ftp,SigmaPu,Ep,FcAllowCompLong,FcAllowCompShort,FcAllowDiagLong,FcAllowDiagShort,MassPerM,NodePitch,HeadOffset,ToeOffset,Note,ZeFromIe
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,130.0,特厚,123.0,AH,10.7,14,1250.0,700.0,273600.0,278400.0,15930000000.0,16220000000.0,40560000.0,3.5,3.5,8769.0,176.0,211.0,445.0,638.0,332.0,432.0,580.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.853,1000.0,600.0,400.0,,40550000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,130.0,特厚,123.0,AH,10.7,14,1250.0,700.0,273600.0,278400.0,15930000000.0,16220000000.0,40560000.0,3.5,3.5,8769.0,176.0,211.0,445.0,638.0,332.0,432.0,580.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.796,1000.0,600.0,400.0,,40550000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,160.0,超特厚,123.0,AH,10.7,14,1250.0,700.0,321700.0,326400.0,17500000000.0,17790000000.0,44480000.0,3.0,3.0,10457.0,165.0,198.0,465.0,639.0,374.0,490.0,663.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.978,1000.0,600.0,400.0,,44475000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,160.0,超特厚,123.0,AH,10.7,14,1250.0,700.0,321700.0,326400.0,17500000000.0,17790000000.0,44480000.0,3.0,3.0,10457.0,165.0,198.0,465.0,639.0,374.0,490.0,663.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.921,1000.0,600.0,400.0,,44475000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,110.0,標準,123.0,B,10.7,28,2520.0,700.0,238400.0,247900.0,14550000000.0,15130000000.0,37830000.0,8.0,7.8,6693.0,378.0,454.0,586.0,1190.0,402.0,509.0,659.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.761,1000.0,600.0,400.0,,37825000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,110.0,標準,123.0,B,10.7,28,2520.0,700.0,238400.0,247900.0,14550000000.0,15130000000.0,37830000.0,8.0,7.8,6693.0,378.0,454.0,586.0,1190.0,402.0,509.0,659.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.704,1000.0,600.0,400.0,,37825000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,130.0,特厚,123.0,BH,10.7,28,2520.0,700.0,273600.0,283100.0,15930000000.0,16510000000.0,41280000.0,6.8,6.8,7983.0,352.0,422.0,591.0,1190.0,435.0,552.0,719.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.853,1000.0,600.0,400.0,,41275000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,130.0,特厚,123.0,BH,10.7,28,2520.0,700.0,273600.0,283100.0,15930000000.0,16510000000.0,41280000.0,6.8,6.8,7983.0,352.0,422.0,591.0,1190.0,435.0,552.0,719.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.796,1000.0,600.0,400.0,,41275000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,160.0,超特厚,123.0,BH,10.7,28,2520.0,700.0,321700.0,331200.0,17500000000.0,18080000000.0,45200000.0,5.8,5.8,9671.0,328.0,393.0,601.0,1189.0,485.0,619.0,812.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.978,1000.0,600.0,400.0,,45200000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,160.0,超特厚,123.0,BH,10.7,28,2520.0,700.0,321700.0,331200.0,17500000000.0,18080000000.0,45200000.0,5.8,5.8,9671.0,328.0,393.0,601.0,1189.0,485.0,619.0,812.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.921,1000.0,600.0,400.0,,45200000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,110.0,標準,123.0,C,12.6,28,3500.0,700.0,238400.0,251600.0,14550000000.0,15360000000.0,38390000.0,10.0,10.0,6290.0,479.0,575.0,671.0,1577.0,444.0,558.0,717.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.761,1000.0,600.0,400.0,,38400000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,110.0,標準,123.0,C,12.6,28,3500.0,700.0,238400.0,251600.0,14550000000.0,15360000000.0,38390000.0,10.0,10.0,6290.0,479.0,575.0,671.0,1577.0,444.0,558.0,717.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.704,1000.0,600.0,400.0,,38400000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,130.0,特厚,123.0,CH,12.6,28,3500.0,700.0,273600.0,286800.0,15930000000.0,16740000000.0,41850000.0,8.7,8.7,7542.0,455.0,545.0,677.0,1583.0,483.0,609.0,786.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.853,1000.0,600.0,400.0,,41850000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,130.0,特厚,123.0,CH,12.6,28,3500.0,700.0,273600.0,286800.0,15930000000.0,16740000000.0,41850000.0,8.7,8.7,7542.0,455.0,545.0,677.0,1583.0,483.0,609.0,786.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.796,1000.0,600.0,400.0,,41850000.0
ジャパンパイル,JP-NPH123,節杭,1000-800,1000.0,800.0,160.0,超特厚,123.0,CH,12.6,28,3500.0,700.0,321700.0,334900.0,17500000000.0,18310000000.0,45780000.0,7.4,7.4,9248.0,422.0,507.0,681.0,1579.0,537.0,681.0,884.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.978,1000.0,600.0,400.0,,45775000.0
ジャパンパイル,JP-NPH123,節杭,900-800,900.0,800.0,160.0,超特厚,123.0,CH,12.6,28,3500.0,700.0,321700.0,334900.0,17500000000.0,18310000000.0,45780000.0,7.4,7.4,9248.0,422.0,507.0,681.0,1579.0,537.0,681.0,884.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.921,1000.0,600.0,400.0,,45775000.0
ジャパンパイル,JP-NPH85,節杭,1100-900,1100.0,900.0,120.0,標準,85.0,A,10.7,16,1440.0,790.0,294000.0,299800.0,22890000000.0,23340000000.0,51870000.0,4.0,3.9,6025.0,253.0,303.0,592.0,811.0,369.0,478.0,639.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.922,1000.0,600.0,400.0,,51866666.7
ジャパンパイル,JP-NPH85,節杭,1000-900,1000.0,900.0,120.0,標準,85.0,A,10.7,16,1440.0,790.0,294000.0,299800.0,22890000000.0,23340000000.0,51870000.0,4.0,3.9,6025.0,253.0,303.0,592.0,811.0,369.0,478.0,639.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.859,1000.0,600.0,400.0,,51866666.7
ジャパンパイル,JP-NPH85,節杭,1100-900,1100.0,900.0,120.0,標準,85.0,B,11.2,32,3200.0,790.0,294000.0,306900.0,22890000000.0,23890000000.0,53090000.0,8.0,8.0,4910.0,530.0,637.0,822.0,1650.0,496.0,627.0,811.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.922,1000.0,600.0,400.0,,53088888.9
ジャパンパイル,JP-NPH85,節杭,1000-900,1000.0,900.0,120.0,標準,85.0,B,11.2,32,3200.0,790.0,294000.0,306900.0,22890000000.0,23890000000.0,53090000.0,8.0,8.0,4910.0,530.0,637.0,822.0,1650.0,496.0,627.0,811.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.859,1000.0,600.0,400.0,,53088888.9
ジャパンパイル,JP-NPH85,節杭,1100-900,1100.0,900.0,120.0,標準,85.0,C,12.6,32,4000.0,790.0,294000.0,310100.0,22890000000.0,24140000000.0,53650000.0,10.0,9.9,4372.0,664.0,797.0,933.0,1973.0,545.0,685.0,881.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.922,1000.0,600.0,400.0,,53644444.4
ジャパンパイル,JP-NPH85,節杭,1000-900,1000.0,900.0,120.0,標準,85.0,C,12.6,32,4000.0,790.0,294000.0,310100.0,22890000000.0,24140000000.0,53650000.0,10.0,9.9,4372.0,664.0,797.0,933.0,1973.0,545.0,685.0,881.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.859,1000.0,600.0,400.0,,53644444.4
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,120.0,標準,105.0,A,10.7,16,1440.0,790.0,294000.0,299800.0,22890000000.0,23340000000.0,51870000.0,4.0,3.9,7824.0,253.0,303.0,592.0,817.0,369.0,478.0,639.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.922,1000.0,600.0,400.0,,51866666.7
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,120.0,標準,105.0,A,10.7,16,1440.0,790.0,294000.0,299800.0,22890000000.0,23340000000.0,51870000.0,4.0,3.9,7824.0,253.0,303.0,592.0,817.0,369.0,478.0,639.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.859,1000.0,600.0,400.0,,51866666.7
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,140.0,特厚,105.0,AH,10.7,16,1440.0,790.0,334300.0,340000.0,24950000000.0,25400000000.0,56450000.0,3.4,3.4,9044.0,243.0,291.0,617.0,817.0,403.0,525.0,705.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.026,1000.0,600.0,400.0,,56444444.4
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,140.0,特厚,105.0,AH,10.7,16,1440.0,790.0,334300.0,340000.0,24950000000.0,25400000000.0,56450000.0,3.4,3.4,9044.0,243.0,291.0,617.0,817.0,403.0,525.0,705.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.963,1000.0,600.0,400.0,,56444444.4
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,120.0,標準,105.0,B,11.2,32,3200.0,790.0,294000.0,306900.0,22890000000.0,23890000000.0,53090000.0,8.0,8.0,6751.0,530.0,637.0,822.0,1669.0,496.0,627.0,811.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.922,1000.0,600.0,400.0,,53088888.9
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,120.0,標準,105.0,B,11.2,32,3200.0,790.0,294000.0,306900.0,22890000000.0,23890000000.0,53090000.0,8.0,8.0,6751.0,530.0,637.0,822.0,1669.0,496.0,627.0,811.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.859,1000.0,600.0,400.0,,53088888.9
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,140.0,特厚,105.0,BH,11.2,32,3200.0,790.0,334300.0,347100.0,24950000000.0,25950000000.0,57670000.0,7.0,7.0,7983.0,506.0,608.0,837.0,1669.0,536.0,681.0,886.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.026,1000.0,600.0,400.0,,57666666.7
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,140.0,特厚,105.0,BH,11.2,32,3200.0,790.0,334300.0,347100.0,24950000000.0,25950000000.0,57670000.0,7.0,7.0,7983.0,506.0,608.0,837.0,1669.0,536.0,681.0,886.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.963,1000.0,600.0,400.0,,57666666.7
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,120.0,標準,105.0,C,12.6,32,4000.0,790.0,294000.0,310100.0,22890000000.0,24140000000.0,53650000.0,10.0,9.9,6233.0,664.0,797.0,933.0,2003.0,545.0,685.0,881.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.922,1000.0,600.0,400.0,,53644444.4
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,120.0,標準,105.0,C,12.6,32,4000.0,790.0,294000.0,310100.0,22890000000.0,24140000000.0,53650000.0,10.0,9.9,6233.0,664.0,797.0,933.0,2003.0,545.0,685.0,881.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.859,1000.0,600.0,400.0,,53644444.4
ジャパンパイル,JP-NPH105,節杭,1100-900,1100.0,900.0,140.0,特厚,105.0,CH,12.6,32,4000.0,790.0,334300.0,350300.0,24950000000.0,26200000000.0,58230000.0,8.7,8.7,7461.0,632.0,759.0,944.0,2009.0,588.0,742.0,958.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.026,1000.0,600.0,400.0,,58222222.2
ジャパンパイル,JP-NPH105,節杭,1000-900,1000.0,900.0,140.0,特厚,105.0,CH,12.6,32,4000.0,790.0,334300.0,350300.0,24950000000.0,26200000000.0,58230000.0,8.7,8.7,7461.0,632.0,759.0,944.0,2009.0,588.0,742.0,958.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.963,1000.0,600.0,400.0,,58222222.2
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,120.0,標準,123.0,A,10.7,16,1440.0,790.0,294000.0,299500.0,22890000000.0,23310000000.0,51810000.0,4.0,3.9,9314.0,253.0,303.0,592.0,827.0,369.0,478.0,639.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.922,1000.0,600.0,400.0,,51800000.0
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,120.0,標準,123.0,A,10.7,16,1440.0,790.0,294000.0,299500.0,22890000000.0,23310000000.0,51810000.0,4.0,3.9,9314.0,253.0,303.0,592.0,827.0,369.0,478.0,639.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.859,1000.0,600.0,400.0,,51800000.0
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,140.0,特厚,123.0,AH,10.7,16,1440.0,790.0,334300.0,339700.0,24950000000.0,25380000000.0,56390000.0,3.4,3.4,10734.0,243.0,291.0,617.0,826.0,403.0,525.0,705.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.026,1000.0,600.0,400.0,,56400000.0
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,140.0,特厚,123.0,AH,10.7,16,1440.0,790.0,334300.0,339700.0,24950000000.0,25380000000.0,56390000.0,3.4,3.4,10734.0,243.0,291.0,617.0,826.0,403.0,525.0,705.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.963,1000.0,600.0,400.0,,56400000.0
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,170.0,超特厚,123.0,AH,10.7,16,1440.0,790.0,389900.0,395300.0,27380000000.0,27800000000.0,61780000.0,3.0,3.0,12649.0,228.0,274.0,646.0,827.0,451.0,590.0,799.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.171,1000.0,600.0,400.0,,61777777.8
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,170.0,超特厚,123.0,AH,10.7,16,1440.0,790.0,389900.0,395300.0,27380000000.0,27800000000.0,61780000.0,3.0,3.0,12649.0,228.0,274.0,646.0,827.0,451.0,590.0,799.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.108,1000.0,600.0,400.0,,61777777.8
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,120.0,標準,123.0,B,11.2,32,3200.0,790.0,294000.0,306100.0,22890000000.0,23830000000.0,52960000.0,8.0,8.0,8264.0,529.0,635.0,820.0,1700.0,496.0,627.0,811.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.922,1000.0,600.0,400.0,,52955555.6
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,120.0,標準,123.0,B,11.2,32,3200.0,790.0,294000.0,306100.0,22890000000.0,23830000000.0,52960000.0,8.0,8.0,8264.0,529.0,635.0,820.0,1700.0,496.0,627.0,811.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.859,1000.0,600.0,400.0,,52955555.6
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,140.0,特厚,123.0,BH,11.2,32,3200.0,790.0,334300.0,346300.0,24950000000.0,25890000000.0,57540000.0,7.0,7.0,9696.0,505.0,606.0,835.0,1698.0,536.0,681.0,886.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.026,1000.0,600.0,400.0,,57533333.3
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,140.0,特厚,123.0,BH,11.2,32,3200.0,790.0,334300.0,346300.0,24950000000.0,25890000000.0,57540000.0,7.0,7.0,9696.0,505.0,606.0,835.0,1698.0,536.0,681.0,886.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.963,1000.0,600.0,400.0,,57533333.3
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,170.0,超特厚,123.0,BH,11.2,32,3200.0,790.0,389900.0,401900.0,27380000000.0,28320000000.0,62930000.0,6.0,6.0,11655.0,473.0,568.0,851.0,1699.0,594.0,757.0,991.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.171,1000.0,600.0,400.0,,62933333.3
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,170.0,超特厚,123.0,BH,11.2,32,3200.0,790.0,389900.0,401900.0,27380000000.0,28320000000.0,62930000.0,6.0,6.0,11655.0,473.0,568.0,851.0,1699.0,594.0,757.0,991.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.108,1000.0,600.0,400.0,,62933333.3
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,120.0,標準,123.0,C,12.6,32,4000.0,790.0,294000.0,309100.0,22890000000.0,24070000000.0,53480000.0,10.0,9.9,7758.0,662.0,794.0,931.0,2067.0,545.0,685.0,881.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.922,1000.0,600.0,400.0,,53488888.9
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,120.0,標準,123.0,C,12.6,32,4000.0,790.0,294000.0,309100.0,22890000000.0,24070000000.0,53480000.0,10.0,9.9,7758.0,662.0,794.0,931.0,2067.0,545.0,685.0,881.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.859,1000.0,600.0,400.0,,53488888.9
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,140.0,特厚,123.0,CH,12.6,32,4000.0,790.0,334300.0,349300.0,24950000000.0,26130000000.0,58060000.0,8.7,8.7,9186.0,631.0,757.0,940.0,2067.0,588.0,742.0,958.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.026,1000.0,600.0,400.0,,58066666.7
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,140.0,特厚,123.0,CH,12.6,32,4000.0,790.0,334300.0,349300.0,24950000000.0,26130000000.0,58060000.0,8.7,8.7,9186.0,631.0,757.0,940.0,2067.0,588.0,742.0,958.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.963,1000.0,600.0,400.0,,58066666.7
ジャパンパイル,JP-NPH123,節杭,1100-900,1100.0,900.0,170.0,超特厚,123.0,CH,12.6,32,4000.0,790.0,389900.0,404900.0,27380000000.0,28550000000.0,63440000.0,7.4,7.4,11175.0,590.0,708.0,948.0,2067.0,650.0,823.0,1069.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.171,1000.0,600.0,400.0,,63444444.4
ジャパンパイル,JP-NPH123,節杭,1000-900,1000.0,900.0,170.0,超特厚,123.0,CH,12.6,32,4000.0,790.0,389900.0,404900.0,27380000000.0,28550000000.0,63440000.0,7.4,7.4,11175.0,590.0,708.0,948.0,2067.0,650.0,823.0,1069.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.108,1000.0,600.0,400.0,,63444444.4
ジャパンパイル,JP-NPH85,節杭,1200-1000,1200.0,1000.0,130.0,標準,85.0,A,10.7,20,1800.0,880.0,355300.0,362500.0,34370000000.0,35060000000.0,70130000.0,4.0,4.0,7250.0,350.0,420.0,806.0,1125.0,450.0,582.0,776.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.097,1000.0,600.0,400.0,,70120000.0
ジャパンパイル,JP-NPH85,節杭,1100-1000,1100.0,1000.0,130.0,標準,85.0,A,10.7,20,1800.0,880.0,355300.0,362500.0,34370000000.0,35060000000.0,70130000.0,4.0,4.0,7250.0,350.0,420.0,806.0,1125.0,450.0,582.0,776.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.028,1000.0,600.0,400.0,,70120000.0
ジャパンパイル,JP-NPH85,節杭,1200-1000,1200.0,1000.0,130.0,標準,85.0,B,11.2,40,4000.0,880.0,355300.0,371300.0,34370000000.0,35920000000.0,71830000.0,8.0,8.0,5940.0,718.0,862.0,1113.0,2287.0,599.0,757.0,980.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.097,1000.0,600.0,400.0,,71840000.0
ジャパンパイル,JP-NPH85,節杭,1100-1000,1100.0,1000.0,130.0,標準,85.0,B,11.2,40,4000.0,880.0,355300.0,371300.0,34370000000.0,35920000000.0,71830000.0,8.0,8.0,5940.0,718.0,862.0,1113.0,2287.0,599.0,757.0,980.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.028,1000.0,600.0,400.0,,71840000.0
ジャパンパイル,JP-NPH85,節杭,1200-1000,1200.0,1000.0,130.0,標準,85.0,C,12.6,40,5000.0,880.0,355300.0,375300.0,34370000000.0,36300000000.0,72610000.0,10.0,10.0,5254.0,907.0,1089.0,1270.0,2730.0,660.0,830.0,1067.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.097,1000.0,600.0,400.0,,72600000.0
ジャパンパイル,JP-NPH85,節杭,1100-1000,1100.0,1000.0,130.0,標準,85.0,C,12.6,40,5000.0,880.0,355300.0,375300.0,34370000000.0,36300000000.0,72610000.0,10.0,10.0,5254.0,907.0,1089.0,1270.0,2730.0,660.0,830.0,1067.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.028,1000.0,600.0,400.0,,72600000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,130.0,標準,105.0,A,10.7,20,1800.0,880.0,355300.0,362500.0,34370000000.0,35060000000.0,70130000.0,4.0,4.0,9425.0,350.0,420.0,806.0,1134.0,450.0,582.0,776.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.097,1000.0,600.0,400.0,,70120000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,130.0,標準,105.0,A,10.7,20,1800.0,880.0,355300.0,362500.0,34370000000.0,35060000000.0,70130000.0,4.0,4.0,9425.0,350.0,420.0,806.0,1134.0,450.0,582.0,776.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.028,1000.0,600.0,400.0,,70120000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,150.0,特厚,105.0,AH,10.7,20,1800.0,880.0,400600.0,407800.0,37300000000.0,38000000000.0,76000000.0,3.6,3.6,10765.0,336.0,404.0,839.0,1133.0,487.0,634.0,850.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.214,1000.0,600.0,400.0,,76000000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,150.0,特厚,105.0,AH,10.7,20,1800.0,880.0,400600.0,407800.0,37300000000.0,38000000000.0,76000000.0,3.6,3.6,10765.0,336.0,404.0,839.0,1133.0,487.0,634.0,850.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.146,1000.0,600.0,400.0,,76000000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,130.0,標準,105.0,B,11.2,40,4000.0,880.0,355300.0,371300.0,34370000000.0,35920000000.0,71830000.0,8.0,8.0,8168.0,718.0,862.0,1113.0,2313.0,599.0,757.0,980.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.097,1000.0,600.0,400.0,,71840000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,130.0,標準,105.0,B,11.2,40,4000.0,880.0,355300.0,371300.0,34370000000.0,35920000000.0,71830000.0,8.0,8.0,8168.0,718.0,862.0,1113.0,2313.0,599.0,757.0,980.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.028,1000.0,600.0,400.0,,71840000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,150.0,特厚,105.0,BH,11.2,40,4000.0,880.0,400600.0,416600.0,37300000000.0,38850000000.0,77700000.0,7.1,7.1,9540.0,688.0,826.0,1133.0,2314.0,644.0,817.0,1063.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.214,1000.0,600.0,400.0,,77700000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,150.0,特厚,105.0,BH,11.2,40,4000.0,880.0,400600.0,416600.0,37300000000.0,38850000000.0,77700000.0,7.1,7.1,9540.0,688.0,826.0,1133.0,2314.0,644.0,817.0,1063.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.146,1000.0,600.0,400.0,,77700000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,130.0,標準,105.0,C,12.6,40,5000.0,880.0,355300.0,375300.0,34370000000.0,36300000000.0,72610000.0,10.0,10.0,7506.0,907.0,1089.0,1270.0,2773.0,660.0,830.0,1067.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.097,1000.0,600.0,400.0,,72600000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,130.0,標準,105.0,C,12.6,40,5000.0,880.0,355300.0,375300.0,34370000000.0,36300000000.0,72610000.0,10.0,10.0,7506.0,907.0,1089.0,1270.0,2773.0,660.0,830.0,1067.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.028,1000.0,600.0,400.0,,72600000.0
ジャパンパイル,JP-NPH105,節杭,1200-1000,1200.0,1000.0,150.0,特厚,105.0,CH,12.6,40,5000.0,880.0,400600.0,420600.0,37300000000.0,39240000000.0,78480000.0,8.9,8.9,8874.0,868.0,1042.0,1283.0,2782.0,710.0,895.0,1154.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.214,1000.0,600.0,400.0,,78480000.0
ジャパンパイル,JP-NPH105,節杭,1100-1000,1100.0,1000.0,150.0,特厚,105.0,CH,12.6,40,5000.0,880.0,400600.0,420600.0,37300000000.0,39240000000.0,78480000.0,8.9,8.9,8874.0,868.0,1042.0,1283.0,2782.0,710.0,895.0,1154.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.146,1000.0,600.0,400.0,,78480000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,130.0,標準,123.0,A,10.7,20,1800.0,880.0,355300.0,362100.0,34370000000.0,35020000000.0,70050000.0,4.0,4.0,11225.0,350.0,420.0,805.0,1147.0,450.0,582.0,776.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.097,1000.0,600.0,400.0,,70040000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,130.0,標準,123.0,A,10.7,20,1800.0,880.0,355300.0,362100.0,34370000000.0,35020000000.0,70050000.0,4.0,4.0,11225.0,350.0,420.0,805.0,1147.0,450.0,582.0,776.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.028,1000.0,600.0,400.0,,70040000.0
