Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,Ao,Ae,Io,Ie,Ze,SigmaCeSpec,SigmaCeCalc,Nal,Mal,Mas,Mc,Mu,Qal,Qas,Qu,Ec,Ftp,SigmaPu,Ep,FcAllowCompLong,FcAllowCompShort,FcAllowDiagLong,FcAllowDiagShort,MassPerM,NodePitch,HeadOffset,ToeOffset,Note,ZeFromIe
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,150.0,特厚,123.0,AH,10.7,20,1800.0,880.0,400600.0,407300.0,37300000000.0,37960000000.0,75910000.0,3.6,3.6,12789.0,336.0,403.0,838.0,1147.0,487.0,634.0,850.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.214,1000.0,600.0,400.0,,75920000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,150.0,特厚,123.0,AH,10.7,20,1800.0,880.0,400600.0,407300.0,37300000000.0,37960000000.0,75910000.0,3.6,3.6,12789.0,336.0,403.0,838.0,1147.0,487.0,634.0,850.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.146,1000.0,600.0,400.0,,75920000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,180.0,超特厚,123.0,AH,10.7,20,1800.0,880.0,463700.0,470500.0,40850000000.0,41510000000.0,83020000.0,3.1,3.1,15008.0,318.0,381.0,877.0,1148.0,541.0,708.0,956.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.379,1000.0,600.0,400.0,,83020000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,180.0,超特厚,123.0,AH,10.7,20,1800.0,880.0,463700.0,470500.0,40850000000.0,41510000000.0,83020000.0,3.1,3.1,15008.0,318.0,381.0,877.0,1148.0,541.0,708.0,956.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.31,1000.0,600.0,400.0,,83020000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,130.0,標準,123.0,B,11.2,40,4000.0,880.0,355300.0,370400.0,34370000000.0,35820000000.0,71650000.0,8.0,8.0,10000.0,716.0,859.0,1110.0,2359.0,599.0,757.0,980.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.097,1000.0,600.0,400.0,,71640000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,130.0,標準,123.0,B,11.2,40,4000.0,880.0,355300.0,370400.0,34370000000.0,35820000000.0,71650000.0,8.0,8.0,10000.0,716.0,859.0,1110.0,2359.0,599.0,757.0,980.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.028,1000.0,600.0,400.0,,71640000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,150.0,特厚,123.0,BH,11.2,40,4000.0,880.0,400600.0,415600.0,37300000000.0,38760000000.0,77520000.0,7.1,7.1,11595.0,686.0,824.0,1130.0,2356.0,644.0,817.0,1063.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.214,1000.0,600.0,400.0,,77520000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,150.0,特厚,123.0,BH,11.2,40,4000.0,880.0,400600.0,415600.0,37300000000.0,38760000000.0,77520000.0,7.1,7.1,11595.0,686.0,824.0,1130.0,2356.0,644.0,817.0,1063.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.146,1000.0,600.0,400.0,,77520000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,180.0,超特厚,123.0,BH,11.2,40,4000.0,880.0,463700.0,478700.0,40850000000.0,42310000000.0,84620000.0,6.1,6.1,13834.0,647.0,776.0,1152.0,2356.0,709.0,903.0,1181.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.379,1000.0,600.0,400.0,,84620000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,180.0,超特厚,123.0,BH,11.2,40,4000.0,880.0,463700.0,478700.0,40850000000.0,42310000000.0,84620000.0,6.1,6.1,13834.0,647.0,776.0,1152.0,2356.0,709.0,903.0,1181.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.31,1000.0,600.0,400.0,,84620000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,130.0,標準,123.0,C,12.6,40,5000.0,880.0,355300.0,374100.0,34370000000.0,36190000000.0,72380000.0,10.0,10.0,9352.0,904.0,1085.0,1266.0,2865.0,660.0,830.0,1067.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.097,1000.0,600.0,400.0,,72380000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,130.0,標準,123.0,C,12.6,40,5000.0,880.0,355300.0,374100.0,34370000000.0,36190000000.0,72380000.0,10.0,10.0,9352.0,904.0,1085.0,1266.0,2865.0,660.0,830.0,1067.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.028,1000.0,600.0,400.0,,72380000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,150.0,特厚,123.0,CH,12.6,40,5000.0,880.0,400600.0,419400.0,37300000000.0,39120000000.0,78250000.0,8.9,8.9,10946.0,866.0,1039.0,1279.0,2866.0,710.0,895.0,1154.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.214,1000.0,600.0,400.0,,78240000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,150.0,特厚,123.0,CH,12.6,40,5000.0,880.0,400600.0,419400.0,37300000000.0,39120000000.0,78250000.0,8.9,8.9,10946.0,866.0,1039.0,1279.0,2866.0,710.0,895.0,1154.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.146,1000.0,600.0,400.0,,78240000.0
ジャパンパイル,JP-NPH123,節杭,1200-1000,1200.0,1000.0,180.0,超特厚,123.0,CH,12.6,40,5000.0,880.0,463700.0,482500.0,40850000000.0,42670000000.0,85340000.0,7.6,7.6,13220.0,815.0,978.0,1292.0,2866.0,779.0,986.0,1278.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.379,1000.0,600.0,400.0,,85340000.0
ジャパンパイル,JP-NPH123,節杭,1100-1000,1100.0,1000.0,180.0,超特厚,123.0,CH,12.6,40,5000.0,880.0,463700.0,482500.0,40850000000.0,42670000000.0,85340000.0,7.6,7.6,13220.0,815.0,978.0,1292.0,2866.0,779.0,986.0,1278.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.31,1000.0,600.0,400.0,,85340000.0
ジャパンパイル,JP-NPH85,節杭,1200-1100,1200.0,1100.0,140.0,標準,85.0,A,11.2,22,2200.0,980.0,422200.0,431000.0,49680000000.0,50730000000.0,92240000.0,4.0,4.0,8620.0,461.0,553.0,1060.0,1513.0,534.0,691.0,922.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.212,1000.0,600.0,400.0,,92236363.6
ジャパンパイル,JP-NPH85,節杭,1200-1100,1200.0,1100.0,140.0,標準,85.0,B,11.2,44,4400.0,980.0,422200.0,439800.0,49680000000.0,51790000000.0,94160000.0,8.0,7.9,7080.0,930.0,1116.0,1448.0,2819.0,707.0,895.0,1159.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.212,1000.0,600.0,400.0,,94163636.4
ジャパンパイル,JP-NPH85,節杭,1200-1100,1200.0,1100.0,140.0,標準,85.0,C,12.6,44,5500.0,980.0,422200.0,444200.0,49680000000.0,52320000000.0,95120000.0,10.0,9.7,6352.0,1153.0,1384.0,1632.0,3385.0,774.0,974.0,1253.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,1.212,1000.0,600.0,400.0,,95127272.7
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,140.0,標準,105.0,A,11.2,22,2200.0,980.0,422200.0,431000.0,49680000000.0,50730000000.0,92240000.0,4.0,4.0,11206.0,461.0,553.0,1060.0,1525.0,534.0,691.0,922.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.212,1000.0,600.0,400.0,,92236363.6
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,160.0,特厚,105.0,AH,11.2,22,2200.0,980.0,472500.0,481300.0,53700000000.0,54760000000.0,99560000.0,3.6,3.6,12706.0,444.0,533.0,1102.0,1524.0,576.0,748.0,1003.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.343,1000.0,600.0,400.0,,99563636.4
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,140.0,標準,105.0,B,11.2,44,4400.0,980.0,422200.0,439800.0,49680000000.0,51790000000.0,94160000.0,8.0,7.9,9719.0,930.0,1116.0,1449.0,2848.0,707.0,895.0,1159.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.212,1000.0,600.0,400.0,,94163636.4
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,160.0,特厚,105.0,BH,11.2,44,4400.0,980.0,472500.0,490100.0,53700000000.0,55810000000.0,101500000.0,7.0,7.0,11272.0,874.0,1049.0,1474.0,2847.0,756.0,959.0,1248.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.343,1000.0,600.0,400.0,,101472727.3
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,140.0,標準,105.0,C,12.6,44,5500.0,980.0,422200.0,444200.0,49680000000.0,52320000000.0,95120000.0,10.0,9.7,9017.0,1153.0,1384.0,1632.0,3435.0,774.0,974.0,1253.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.212,1000.0,600.0,400.0,,95127272.7
ジャパンパイル,JP-NPH105,節杭,1200-1100,1200.0,1100.0,160.0,特厚,105.0,CH,12.6,44,5500.0,980.0,472500.0,494500.0,53700000000.0,56340000000.0,102400000.0,8.6,8.6,10582.0,1077.0,1293.0,1651.0,3441.0,826.0,1042.0,1346.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,1.343,1000.0,600.0,400.0,,102436363.6
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,140.0,標準,123.0,A,11.2,22,2200.0,980.0,422200.0,430500.0,49680000000.0,50670000000.0,92130000.0,4.0,4.0,13345.0,460.0,552.0,1059.0,1542.0,534.0,691.0,922.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.212,1000.0,600.0,400.0,,92127272.7
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,160.0,特厚,123.0,AH,11.2,22,2200.0,980.0,472500.0,480800.0,53700000000.0,54690000000.0,99440000.0,3.6,3.6,15097.0,444.0,532.0,1101.0,1542.0,576.0,748.0,1003.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.343,1000.0,600.0,400.0,,99436363.6
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,190.0,超特厚,123.0,AH,11.2,22,2200.0,980.0,543200.0,551500.0,58680000000.0,59670000000.0,108490000.0,3.1,3.1,17592.0,421.0,505.0,1151.0,1543.0,635.0,830.0,1121.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.526,1000.0,600.0,400.0,,108490909.1
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,140.0,標準,123.0,B,11.2,44,4400.0,980.0,422200.0,438800.0,49680000000.0,51660000000.0,93930000.0,8.0,7.9,11891.0,928.0,1113.0,1444.0,2889.0,707.0,895.0,1159.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.212,1000.0,600.0,400.0,,93927272.7
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,160.0,特厚,123.0,BH,11.2,44,4400.0,980.0,472500.0,489000.0,53700000000.0,55690000000.0,101200000.0,7.0,7.0,13692.0,889.0,1067.0,1471.0,2885.0,756.0,959.0,1248.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.343,1000.0,600.0,400.0,,101254545.5
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,190.0,超特厚,123.0,BH,11.2,44,4400.0,980.0,543200.0,559700.0,58680000000.0,60660000000.0,110290000.0,6.1,6.1,16175.0,842.0,1011.0,1501.0,2883.0,827.0,1054.0,1379.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.526,1000.0,600.0,400.0,,110290909.1
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,140.0,標準,123.0,C,12.6,44,5500.0,980.0,422200.0,442900.0,49680000000.0,52160000000.0,94840000.0,10.0,9.7,11205.0,1150.0,1380.0,1627.0,3527.0,774.0,974.0,1253.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.212,1000.0,600.0,400.0,,94836363.6
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,160.0,特厚,123.0,CH,12.6,44,5500.0,980.0,472500.0,493200.0,53700000000.0,56180000000.0,102200000.0,8.6,8.6,13020.0,1100.0,1320.0,1646.0,3528.0,826.0,1042.0,1346.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.343,1000.0,600.0,400.0,,102145454.5
ジャパンパイル,JP-NPH123,節杭,1200-1100,1200.0,1100.0,190.0,超特厚,123.0,CH,12.6,44,5500.0,980.0,543200.0,563900.0,58680000000.0,61160000000.0,111200000.0,7.5,7.5,15507.0,1041.0,1249.0,1667.0,3527.0,902.0,1142.0,1482.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,1.526,1000.0,600.0,400.0,,111200000.0
