No.,標準特厚,種,typ,杭種,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y,PipeGrade,CatalogAo,CatalogAc,CatalogAs,CatalogAe,CatalogIe,CatalogMl,CatalogMa,CatalogMu,CatalogQl,CatalogQa,CatalogWeight,Corr1Ao,Corr1Ac,Corr1As,Corr1Ae,Corr1Ie,Corr1Mu,Corr1Weight,Corr1Note
2536,標準型,,Hi-SC105-1300-標準型-170-12,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,603500,554900,48600,803800,140044740000,3825.0,5728.0,8914.0,3035.0,4564.0,1.768,599400,554900,44500,782900,135633290000,8205.0,0.0,
2537,標準型,,Hi-SC105-1300-標準型-170-13,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,603500,550900,52600,820300,143402230000,4115.0,6162.0,9589.0,3285.0,4941.0,1.789,599400,550900,48500,799400,138990780000,8886.0,0.0,
2538,標準型,,Hi-SC105-1300-標準型-170-14,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,603500,546900,56600,836800,146743940000,4402.0,6593.0,10256.0,3535.0,5317.0,1.81,599400,546900,52500,815900,142332490000,9558.0,0.0,
2539,標準型,,Hi-SC105-1300-標準型-170-15,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,603500,542900,60600,853300,150069930000,4688.0,7021.0,10915.0,3785.0,5692.0,1.832,599400,542900,56500,832400,145658480000,10223.0,0.0,
2540,標準型,,Hi-SC105-1300-標準型-170-16,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,603500,539000,64500,869700,153380240000,4972.0,7446.0,11567.0,4034.0,6067.0,1.853,599400,539000,60500,848800,148968790000,10880.0,0.0,
2541,標準型,,Hi-SC105-1300-標準型-170-17,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,603500,535000,68500,886200,156674930000,5254.0,7868.0,12211.0,4283.0,6441.0,1.874,599400,535000,64400,865200,152263480000,11529.0,0.0,
2542,標準型,,Hi-SC105-1300-標準型-170-18,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,603500,531000,72500,902500,159954030000,5534.0,8288.0,12847.0,4531.0,6815.0,1.896,599400,531000,68400,881600,155542580000,12171.0,0.0,
2543,標準型,,Hi-SC105-1300-標準型-170-19,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,603500,527000,76500,918900,163217610000,5812.0,8705.0,13476.0,4779.0,7188.0,1.917,599400,527000,72400,898000,158806160000,12805.0,0.0,
2544,標準型,,Hi-SC105-1300-標準型-170-20,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,603500,523100,80400,935300,166465710000,6090.0,9120.0,14098.0,5027.0,7560.0,1.938,599400,523100,76300,914300,162054260000,13432.0,0.0,
2545,標準型,,Hi-SC105-1300-標準型-170-21,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,603500,519100,84400,951600,169698380000,6365.0,9533.0,14712.0,5274.0,7932.0,1.959,599400,519100,80300,930700,165286930000,14051.0,0.0,
2546,標準型,,Hi-SC105-1300-標準型-170-22,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,603500,515200,88300,967900,172915670000,6640.0,9944.0,15319.0,5521.0,8303.0,1.98,599400,515200,84200,946900,168504220000,14662.0,0.0,
2547,標準型,,Hi-SC105-1300-標準型-170-23,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,603500,511200,92300,984100,176117630000,6913.0,10353.0,15919.0,5767.0,8674.0,2.001,599400,511200,88200,963200,171706180000,15267.0,0.0,
2548,標準型,,Hi-SC105-1300-標準型-170-24,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,603500,507300,96200,1000400,179304300000,7184.0,10760.0,16512.0,6013.0,9044.0,2.022,599400,507300,92100,979400,174892850000,15865.0,0.0,
2549,標準型,,Hi-SC105-1300-標準型-170-25,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,603500,503400,100100,1016600,182475740000,7455.0,11165.0,17098.0,6259.0,9413.0,2.043,599400,503400,96100,995700,178064280000,16455.0,0.0,
2550,標準型,,Hi-SC105-1400-標準型-180-11,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,689900,641900,48000,887900,178902880000,4122.0,6173.0,9603.0,3000.0,4512.0,1.981,685500,641900,43600,865400,173392180000,8769.0,0.0,
2551,標準型,,Hi-SC105-1400-標準型-180-12,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,689900,637600,52300,905700,183132350000,4463.0,6684.0,10403.0,3270.0,4919.0,2.004,685500,637600,47900,883200,177621650000,9575.0,0.0,
2552,標準型,,Hi-SC105-1400-標準型-180-13,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,689900,633200,56600,923600,187343420000,4802.0,7191.0,11194.0,3540.0,5325.0,2.027,685500,633200,52300,901000,181832710000,10372.0,0.0,
2553,標準型,,Hi-SC105-1400-標準型-180-14,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,689900,628900,61000,941400,191536140000,5138.0,7695.0,11976.0,3810.0,5730.0,2.05,685500,628900,56600,918800,186025430000,11161.0,0.0,
2554,標準型,,Hi-SC105-1400-標準型-180-15,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,689900,624600,65300,959100,195710560000,5471.0,8194.0,12750.0,4079.0,6135.0,2.073,685500,624600,60900,936600,190199860000,11941.0,0.0,
2555,標準型,,Hi-SC105-1400-標準型-180-16,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,689900,620300,69600,976900,199866740000,5803.0,8691.0,13515.0,4348.0,6539.0,2.096,685500,620300,65200,954300,194356040000,12712.0,0.0,
2556,標準型,,Hi-SC105-1400-標準型-180-17,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,689900,616000,73900,994600,204004730000,6132.0,9184.0,14272.0,4616.0,6943.0,2.119,685500,616000,69500,972000,198494030000,13475.0,0.0,
2557,標準型,,Hi-SC105-1400-標準型-180-18,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,689900,611700,78200,1012300,208124590000,6459.0,9674.0,15020.0,4884.0,7346.0,2.142,685500,611700,73800,989700,202613880000,14229.0,0.0,
2558,標準型,,Hi-SC105-1400-標準型-180-19,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,689900,607500,82400,1029900,212226360000,6785.0,10161.0,15760.0,5152.0,7749.0,2.165,685500,607500,78000,1007400,206715660000,14975.0,0.0,
2559,標準型,,Hi-SC105-1400-標準型-180-20,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,689900,603200,86700,1047600,216310110000,7109.0,10646.0,16492.0,5419.0,8151.0,2.188,685500,603200,82300,1025000,210799400000,15712.0,0.0,
2560,標準型,,Hi-SC105-1400-標準型-180-21,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,689900,598900,91000,1065200,220375870000,7431.0,11129.0,17216.0,5686.0,8552.0,2.21,685500,598900,86600,1042700,214865170000,16442.0,0.0,
2561,標準型,,Hi-SC105-1400-標準型-180-22,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,689900,594700,95200,1082800,224423710000,7751.0,11609.0,17931.0,5953.0,8953.0,2.233,685500,594700,90800,1060200,218913010000,17162.0,0.0,
2562,標準型,,Hi-SC105-1400-標準型-180-23,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,689900,590400,99500,1100300,228453690000,8070.0,12086.0,18639.0,6219.0,9353.0,2.256,685500,590400,95100,1077800,222942980000,17875.0,0.0,
2563,標準型,,Hi-SC105-1400-標準型-180-24,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,689900,586100,103700,1117900,232465840000,8388.0,12562.0,19340.0,6484.0,9752.0,2.279,685500,586100,99400,1095300,226955130000,18581.0,0.0,
2564,標準型,,Hi-SC105-1400-標準型-180-25,SC,1400,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,689900,581900,108000,1135400,236460230000,8704.0,13036.0,20032.0,6750.0,10151.0,2.301,685500,581900,103600,1112800,230949520000,19278.0,0.0,
2565,標準型,,Hi-SC105-1500-標準型-190-11,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,781900,730500,51500,994200,230092970000,4759.0,7127.0,11083.0,3216.0,4837.0,2.229,777200,730500,46700,970100,223314070000,10119.0,0.0,
2566,標準型,,Hi-SC105-1500-標準型-190-12,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,781900,725800,56100,1013300,235312430000,5153.0,7717.0,12010.0,3506.0,5273.0,2.254,777200,725800,51400,989200,228533530000,11053.0,0.0,
2567,標準型,,Hi-SC105-1500-標準型-190-13,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,781900,721200,60700,1032500,240510710000,5544.0,8303.0,12926.0,3796.0,5709.0,2.279,777200,721200,56000,1008300,233731820000,11976.0,0.0,
2568,標準型,,Hi-SC105-1500-標準型-190-14,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,781900,716600,65400,1051500,245687880000,5932.0,8885.0,13833.0,4085.0,6144.0,2.303,777200,716600,60600,1027400,238908990000,12890.0,0.0,
2569,標準型,,Hi-SC105-1500-標準型-190-15,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,781900,712000,70000,1070600,250843990000,6318.0,9462.0,14730.0,4374.0,6578.0,2.328,777200,712000,65300,1046500,244065100000,13794.0,0.0,
2570,標準型,,Hi-SC105-1500-標準型-190-16,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,781900,707300,74600,1089600,255979100000,6701.0,10036.0,15619.0,4662.0,7012.0,2.353,777200,707300,69900,1065500,249200200000,14689.0,0.0,
2571,標準型,,Hi-SC105-1500-標準型-190-17,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,781900,702700,79200,1108700,261093260000,7081.0,10605.0,16497.0,4950.0,7445.0,2.377,777200,702700,74500,1084500,254314360000,15575.0,0.0,
2572,標準型,,Hi-SC105-1500-標準型-190-18,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,781900,698100,83800,1127600,266186530000,7460.0,11172.0,17367.0,5238.0,7878.0,2.402,777200,698100,79100,1103500,259407640000,16451.0,0.0,
2573,標準型,,Hi-SC105-1500-標準型-190-19,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,781900,693500,88400,1146600,271258970000,7836.0,11736.0,18228.0,5525.0,8310.0,2.427,777200,693500,83700,1122500,264480080000,17318.0,0.0,
2574,標準型,,Hi-SC105-1500-標準型-190-20,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,781900,689000,93000,1165500,276310640000,8210.0,12296.0,19079.0,5812.0,8741.0,2.451,777200,689000,88300,1141400,269531740000,18176.0,0.0,
2575,標準型,,Hi-SC105-1500-標準型-190-21,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,781900,684400,97600,1184400,281341590000,8582.0,12853.0,19922.0,6098.0,9172.0,2.476,777200,684400,92900,1160300,274562690000,19025.0,0.0,
2576,標準型,,Hi-SC105-1500-標準型-190-22,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,781900,679800,102200,1203300,286351870000,8953.0,13408.0,20756.0,6384.0,9602.0,2.5,777200,679800,97400,1179200,279572980000,19865.0,0.0,
2577,標準型,,Hi-SC105-1500-標準型-190-23,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,781900,675200,106700,1222200,291341560000,9321.0,13960.0,21580.0,6670.0,10032.0,2.525,777200,675200,102000,1198000,284562660000,20695.0,0.0,
2578,標準型,,Hi-SC105-1500-標準型-190-24,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,781900,670700,111300,1241000,296310690000,9688.0,14510.0,22396.0,6955.0,10461.0,2.549,777200,670700,106600,1216900,289531800000,21517.0,0.0,
2579,標準型,,Hi-SC105-1500-標準型-190-25,SC,1500,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,781900,666100,115800,1259800,301259340000,10054.0,15057.0,23204.0,7240.0,10890.0,2.573,777200,666100,111100,1235700,294480440000,22331.0,0.0,
