No.,標準特厚,種,typ,杭種,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y,PipeGrade,CatalogAo,CatalogAc,CatalogAs,CatalogAe,CatalogIe,CatalogMl,CatalogMa,CatalogMu,CatalogQl,CatalogQa,CatalogWeight,Corr1Ao,Corr1Ac,Corr1As,Corr1Ae,Corr1Ie,Corr1Mu,Corr1Weight,Corr1Note
2453,厚型,,Hi-SC105-1100-厚型-160-14,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,472500,424700,47800,669500,82744880000,3104.0,4649.0,7884.0,2985.0,4489.0,1.415,469000,424700,44300,651800,80074630000,7350.0,0.0,
2454,厚型,,Hi-SC105-1100-厚型-160-15,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,472500,421400,51100,683400,84733510000,3304.0,4949.0,8383.0,3195.0,4806.0,1.433,469000,421400,47700,665700,82063440000,7854.0,0.0,
2455,厚型,,Hi-SC105-1100-厚型-160-16,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,472500,418000,54500,697300,86710810000,3504.0,5248.0,8876.0,3405.0,5121.0,1.451,469000,418000,51000,679600,84040940000,8351.0,0.0,
2456,厚型,,Hi-SC105-1100-厚型-160-17,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,472500,414700,57800,711100,88676820000,3702.0,5544.0,9362.0,3614.0,5436.0,1.469,469000,414700,54400,693400,86007160000,8841.0,0.0,
2457,厚型,,Hi-SC105-1100-厚型-160-18,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,472500,411300,61200,724900,90631560000,3898.0,5838.0,9841.0,3824.0,5751.0,1.487,469000,411300,57700,707200,87962130000,9325.0,0.0,
2458,厚型,,Hi-SC105-1100-厚型-160-19,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,472500,408000,64500,738700,92575080000,4093.0,6131.0,10315.0,4032.0,6065.0,1.505,469000,408000,61100,721000,89905870000,9803.0,0.0,
2459,厚型,,Hi-SC105-1100-厚型-160-20,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,472500,404600,67900,752400,94507380000,4287.0,6422.0,10782.0,4241.0,6378.0,1.523,469000,404600,64400,734700,91838430000,10274.0,0.0,
2460,厚型,,Hi-SC105-1100-厚型-160-21,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,472500,401300,71200,766100,96428510000,4480.0,6710.0,11243.0,4449.0,6691.0,1.541,469000,401300,67700,748400,93759820000,10739.0,0.0,
2461,厚型,,Hi-SC105-1100-厚型-160-22,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,472500,398000,74500,779800,98338500000,4672.0,6998.0,11698.0,4656.0,7003.0,1.559,469000,398000,71100,762100,95670080000,11198.0,0.0,
2462,厚型,,Hi-SC105-1100-厚型-160-23,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,472500,394700,77800,793500,100237360000,4863.0,7283.0,12148.0,4863.0,7315.0,1.577,469000,394700,74400,775800,97569230000,11651.0,0.0,
2463,厚型,,Hi-SC105-1100-厚型-160-24,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,472500,391400,81100,807100,102125130000,5053.0,7567.0,12592.0,5070.0,7626.0,1.595,469000,391400,77700,789500,99457300000,12098.0,0.0,
2464,厚型,,Hi-SC105-1100-厚型-160-25,SC,1100,160,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,472500,388100,84400,820800,104001850000,5241.0,7850.0,13030.0,5276.0,7936.0,1.613,469000,388100,81000,803100,101334320000,12540.0,0.0,
2465,特厚型,,Hi-SC105-1100-特厚型-180-9,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,9,325,205000,0,SKK490,520200,489400,30800,647500,76081020000,2074.0,3107.0,5284.0,1927.0,2899.0,1.44,516800,489400,27400,629800,73410050000,4724.0,0.0,
2466,特厚型,,Hi-SC105-1100-特厚型-180-10,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,10,325,205000,0,SKK490,520200,486000,34200,661500,78126680000,2284.0,3422.0,5818.0,2140.0,3218.0,1.459,516800,486000,30800,643800,75455830000,5264.0,0.0,
2467,特厚型,,Hi-SC105-1100-特厚型-180-11,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,520200,482600,37600,675500,80160880000,2492.0,3733.0,6345.0,2352.0,3537.0,1.477,516800,482600,34200,657800,77490160000,5796.0,0.0,
2468,特厚型,,Hi-SC105-1100-特厚型-180-12,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,520200,479200,41000,689400,82183650000,2699.0,4042.0,6865.0,2563.0,3855.0,1.495,516800,479200,37600,671700,79513070000,6321.0,0.0,
2469,特厚型,,Hi-SC105-1100-特厚型-180-13,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,520200,475900,44400,703400,84195000000,2903.0,4348.0,7378.0,2774.0,4173.0,1.514,516800,475900,40900,685700,81524580000,6838.0,0.0,
2470,特厚型,,Hi-SC105-1100-特厚型-180-14,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,520200,472500,47800,717300,86194980000,3105.0,4651.0,7884.0,2985.0,4489.0,1.532,516800,472500,44300,699600,83524730000,7350.0,0.0,
2471,特厚型,,Hi-SC105-1100-特厚型-180-15,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,520200,469100,51100,731200,88183600000,3306.0,4952.0,8385.0,3195.0,4806.0,1.55,516800,469100,47700,713500,85513530000,7854.0,0.0,
2472,特厚型,,Hi-SC105-1100-特厚型-180-16,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,520200,465800,54500,745000,90160900000,3506.0,5251.0,8879.0,3405.0,5121.0,1.568,516800,465800,51000,727300,87491030000,8353.0,0.0,
2473,特厚型,,Hi-SC105-1100-特厚型-180-17,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,520200,462400,57800,758800,92126910000,3704.0,5548.0,9368.0,3614.0,5436.0,1.586,516800,462400,54400,741100,89457250000,8845.0,0.0,
2474,特厚型,,Hi-SC105-1100-特厚型-180-18,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,520200,459100,61200,772600,94081660000,3901.0,5843.0,9851.0,3824.0,5751.0,1.604,516800,459100,57700,754900,91412220000,9332.0,0.0,
2475,特厚型,,Hi-SC105-1100-特厚型-180-19,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,520200,455700,64500,786400,96025170000,4097.0,6136.0,10328.0,4032.0,6065.0,1.622,516800,455700,61100,768700,93355970000,9813.0,0.0,
2476,特厚型,,Hi-SC105-1100-特厚型-180-20,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,520200,452400,67900,800200,97957480000,4291.0,6427.0,10799.0,4241.0,6378.0,1.64,516800,452400,64400,782500,95288520000,10288.0,0.0,
2477,特厚型,,Hi-SC105-1100-特厚型-180-21,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,520200,449100,71200,813900,99878610000,4484.0,6717.0,11265.0,4449.0,6691.0,1.658,516800,449100,67700,796200,97209910000,10757.0,0.0,
2478,特厚型,,Hi-SC105-1100-特厚型-180-22,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,520200,445700,74500,827600,101788590000,4677.0,7004.0,11726.0,4656.0,7003.0,1.676,516800,445700,71100,809900,99120170000,11221.0,0.0,
2479,特厚型,,Hi-SC105-1100-特厚型-180-23,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,520200,442400,77800,841300,103687450000,4868.0,7290.0,12181.0,4863.0,7315.0,1.694,516800,442400,74400,823600,101019320000,11680.0,0.0,
2480,特厚型,,Hi-SC105-1100-特厚型-180-24,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,520200,439100,81100,854900,105575230000,5058.0,7575.0,12631.0,5070.0,7626.0,1.712,516800,439100,77700,837200,102907390000,12133.0,0.0,
2481,特厚型,,Hi-SC105-1100-特厚型-180-25,SC,1100,180,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,520200,435800,84400,868500,107451940000,5247.0,7858.0,13076.0,5276.0,7936.0,1.73,516800,435800,81000,850800,104784420000,12581.0,0.0,
2482,標準型,,Hi-SC105-1200-標準型-150-9,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,9,325,205000,0,SKK490,494800,461100,33700,633700,94210790000,2484.0,3721.0,6335.0,2104.0,3165.0,1.393,491000,461100,29900,614400,90742260000,5662.0,0.0,
2483,標準型,,Hi-SC105-1200-標準型-150-10,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,10,325,205000,0,SKK490,494800,457400,37400,649000,96878440000,2735.0,4097.0,6978.0,2336.0,3514.0,1.413,491000,457400,33600,629700,93410030000,6313.0,0.0,
2484,標準型,,Hi-SC105-1200-標準型-150-11,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,494800,453700,41100,664300,99532410000,2984.0,4469.0,7612.0,2568.0,3862.0,1.433,491000,453700,37300,645000,96064140000,6954.0,0.0,
2485,標準型,,Hi-SC105-1200-標準型-150-12,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,494800,450000,44800,679500,102172730000,3230.0,4838.0,8238.0,2799.0,4209.0,1.453,491000,450000,41000,660200,98704630000,7586.0,0.0,
2486,標準型,,Hi-SC105-1200-標準型-150-13,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,494800,446300,48500,694800,104799440000,3474.0,5204.0,8854.0,3029.0,4556.0,1.473,491000,446300,44700,675500,101331510000,8209.0,0.0,
2487,標準型,,Hi-SC105-1200-標準型-150-14,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,494800,442600,52200,710000,107412580000,3716.0,5566.0,9462.0,3260.0,4903.0,1.493,491000,442600,48400,690700,103944830000,8823.0,0.0,
2488,標準型,,Hi-SC105-1200-標準型-150-15,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,494800,439000,55800,725100,110012160000,3957.0,5926.0,10061.0,3490.0,5249.0,1.513,491000,439000,52100,705800,106544620000,9428.0,0.0,
2489,標準型,,Hi-SC105-1200-標準型-150-16,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,494800,435300,59500,740300,112598230000,4195.0,6284.0,10652.0,3719.0,5594.0,1.533,491000,435300,55700,721000,109130900000,10025.0,0.0,
2490,標準型,,Hi-SC105-1200-標準型-150-17,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,494800,431600,63200,755400,115170820000,4432.0,6639.0,11234.0,3948.0,5938.0,1.553,491000,431600,59400,736100,111703710000,10613.0,0.0,
2491,標準型,,Hi-SC105-1200-標準型-150-18,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,494800,428000,66800,770500,117729950000,4668.0,6991.0,11808.0,4177.0,6283.0,1.572,491000,428000,63100,751200,114263090000,11193.0,0.0,
2492,標準型,,Hi-SC105-1200-標準型-150-19,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,494800,424300,70500,785600,120275650000,4902.0,7342.0,12374.0,4405.0,6626.0,1.592,491000,424300,66700,766300,116809050000,11765.0,0.0,
2493,標準型,,Hi-SC105-1200-標準型-150-20,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,494800,420700,74100,800600,122807970000,5134.0,7690.0,12932.0,4633.0,6969.0,1.612,491000,420700,70400,781300,119341640000,12328.0,0.0,
2494,標準型,,Hi-SC105-1200-標準型-150-21,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,494800,417000,77800,815700,125326930000,5366.0,8036.0,13482.0,4861.0,7311.0,1.631,491000,417000,74000,796300,121860890000,12883.0,0.0,
2495,標準型,,Hi-SC105-1200-標準型-150-22,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,494800,413400,81400,830600,127832570000,5596.0,8381.0,14025.0,5088.0,7653.0,1.651,491000,413400,77700,811300,124366820000,13431.0,0.0,
2496,標準型,,Hi-SC105-1200-標準型-150-23,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,494800,409800,85000,845600,130324900000,5824.0,8723.0,14561.0,5315.0,7994.0,1.671,491000,409800,81300,826300,126859470000,13971.0,0.0,
2497,標準型,,Hi-SC105-1200-標準型-150-24,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,494800,406100,88700,860600,132803980000,6052.0,9064.0,15089.0,5541.0,8334.0,1.69,491000,406100,84900,841300,129338870000,14504.0,0.0,
2498,標準型,,Hi-SC105-1200-標準型-150-25,SC,1200,150,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,494800,402500,92300,875500,135269820000,6278.0,9403.0,15611.0,5767.0,8674.0,1.71,491000,402500,88500,856200,131805050000,15031.0,0.0,
2499,厚型,,Hi-SC105-1200-厚型-170-9,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,9,325,205000,0,SKK490,550100,516400,33700,689000,99565820000,2487.0,3724.0,6334.0,2104.0,3165.0,1.529,546300,516400,29900,669700,96097280000,5662.0,0.0,
2500,厚型,,Hi-SC105-1200-厚型-170-10,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,10,325,205000,0,SKK490,550100,512700,37400,704300,102233460000,2738.0,4102.0,6977.0,2336.0,3514.0,1.549,546300,512700,33600,685000,98765060000,6312.0,0.0,
2501,厚型,,Hi-SC105-1200-厚型-170-11,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,550100,509000,41100,719600,104887430000,2988.0,4475.0,7612.0,2568.0,3862.0,1.569,546300,509000,37300,700300,101419170000,6953.0,0.0,
2502,厚型,,Hi-SC105-1200-厚型-170-12,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,550100,505300,44800,734800,107527760000,3235.0,4845.0,8239.0,2799.0,4209.0,1.589,546300,505300,41000,715500,104059660000,7585.0,0.0,
2503,厚型,,Hi-SC105-1200-厚型-170-13,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,550100,501600,48500,750100,110154470000,3480.0,5211.0,8857.0,3029.0,4556.0,1.609,546300,501600,44700,730800,106686540000,8210.0,0.0,
2504,厚型,,Hi-SC105-1200-厚型-170-14,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,550100,497900,52200,765300,112767610000,3722.0,5575.0,9468.0,3260.0,4903.0,1.629,546300,497900,48400,746000,109299860000,8826.0,0.0,
2505,厚型,,Hi-SC105-1200-厚型-170-15,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,550100,494300,55800,780400,115367190000,3963.0,5936.0,10072.0,3490.0,5249.0,1.648,546300,494300,52100,761100,111899650000,9435.0,0.0,
2506,厚型,,Hi-SC105-1200-厚型-170-16,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,550100,490600,59500,795600,117953260000,4203.0,6294.0,10667.0,3719.0,5594.0,1.668,546300,490600,55700,776300,114485930000,10036.0,0.0,
2507,厚型,,Hi-SC105-1200-厚型-170-17,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,550100,486900,63200,810700,120525840000,4440.0,6650.0,11256.0,3948.0,5938.0,1.688,546300,486900,59400,791400,117058740000,10630.0,0.0,
2508,厚型,,Hi-SC105-1200-厚型-170-18,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,550100,483300,66800,825800,123084970000,4676.0,7004.0,11837.0,4177.0,6283.0,1.708,546300,483300,63100,806500,119618120000,11216.0,0.0,
2509,厚型,,Hi-SC105-1200-厚型-170-19,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,550100,479600,70500,840900,125630680000,4911.0,7355.0,12410.0,4405.0,6626.0,1.728,546300,479600,66700,821600,122164080000,11794.0,0.0,
2510,厚型,,Hi-SC105-1200-厚型-170-20,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,550100,476000,74100,855900,128163000000,5144.0,7705.0,12977.0,4633.0,6969.0,1.747,546300,476000,70400,836600,124696670000,12366.0,0.0,
2511,厚型,,Hi-SC105-1200-厚型-170-21,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,550100,472300,77800,870900,130681960000,5376.0,8052.0,13537.0,4861.0,7311.0,1.767,546300,472300,74000,851600,127215910000,12930.0,0.0,
2512,厚型,,Hi-SC105-1200-厚型-170-22,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,550100,468700,81400,885900,133187600000,5607.0,8397.0,14090.0,5088.0,7653.0,1.786,546300,468700,77700,866600,129721850000,13487.0,0.0,
2513,厚型,,Hi-SC105-1200-厚型-170-23,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,550100,465000,85000,900900,135679930000,5836.0,8741.0,14636.0,5315.0,7994.0,1.806,546300,465000,81300,881600,132214500000,14038.0,0.0,
2514,厚型,,Hi-SC105-1200-厚型-170-24,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,550100,461400,88700,915800,138159010000,6064.0,9082.0,15175.0,5541.0,8334.0,1.826,546300,461400,84900,896500,134693900000,14582.0,0.0,
2515,厚型,,Hi-SC105-1200-厚型-170-25,SC,1200,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,550100,457800,92300,930800,140624850000,6291.0,9422.0,15709.0,5767.0,8674.0,1.845,546300,457800,88500,911500,137160080000,15119.0,0.0,
2516,特厚型,,Hi-SC105-1200-特厚型-190-9,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,9,325,205000,0,SKK490,602900,569200,33700,741800,104223540000,2487.0,3725.0,6334.0,2104.0,3165.0,1.658,599100,569200,29900,722500,100755010000,5662.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2517,特厚型,,Hi-SC105-1200-特厚型-190-10,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,10,325,205000,0,SKK490,602900,565500,37400,757100,106891190000,2739.0,4102.0,6977.0,2336.0,3514.0,1.678,599100,565500,33600,737800,103422780000,6312.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2518,特厚型,,Hi-SC105-1200-特厚型-190-11,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,602900,561800,41100,772400,109545160000,2989.0,4476.0,7611.0,2568.0,3862.0,1.698,599100,561800,37300,753100,106076890000,6953.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2519,特厚型,,Hi-SC105-1200-特厚型-190-12,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,12,325,205000,0,SKK490,602900,558100,44800,787600,112185480000,3236.0,4847.0,8238.0,2799.0,4209.0,1.718,599100,558100,41000,768300,108717380000,7585.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2520,特厚型,,Hi-SC105-1200-特厚型-190-13,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,13,325,205000,0,SKK490,602900,554400,48500,802800,114812190000,3481.0,5214.0,8857.0,3029.0,4556.0,1.738,599100,554400,44700,783500,111344260000,8209.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2521,特厚型,,Hi-SC105-1200-特厚型-190-14,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,14,325,205000,0,SKK490,602900,550700,52200,818000,117425330000,3725.0,5579.0,9468.0,3260.0,4903.0,1.758,599100,550700,48400,798700,113957580000,8826.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2522,特厚型,,Hi-SC105-1200-特厚型-190-15,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,15,325,205000,0,SKK490,602900,547000,55800,833200,120024910000,3966.0,5940.0,10073.0,3490.0,5249.0,1.778,599100,547000,52100,813900,116557370000,9435.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2523,特厚型,,Hi-SC105-1200-特厚型-190-16,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,16,325,205000,0,SKK490,602900,543400,59500,848400,122610980000,4206.0,6299.0,10670.0,3719.0,5594.0,1.798,599100,543400,55700,829100,119143650000,10037.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2524,特厚型,,Hi-SC105-1200-特厚型-190-17,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,17,325,205000,0,SKK490,602900,539700,63200,863500,125183570000,4444.0,6656.0,11261.0,3948.0,5938.0,1.817,599100,539700,59400,844200,121716460000,10633.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2525,特厚型,,Hi-SC105-1200-特厚型-190-18,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,18,325,205000,0,SKK490,602900,536000,66800,878600,127742700000,4680.0,7010.0,11845.0,4177.0,6283.0,1.837,599100,536000,63100,859300,124275840000,11222.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2526,特厚型,,Hi-SC105-1200-特厚型-190-19,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,19,325,205000,0,SKK490,602900,532400,70500,893700,130288400000,4915.0,7362.0,12423.0,4405.0,6626.0,1.857,599100,532400,66700,874400,126821800000,11804.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2527,特厚型,,Hi-SC105-1200-特厚型-190-20,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,20,325,205000,0,SKK490,602900,528700,74100,908700,132820720000,5149.0,7712.0,12994.0,4633.0,6969.0,1.876,599100,528700,70400,889400,129354390000,12379.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2528,特厚型,,Hi-SC105-1200-特厚型-190-21,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,21,325,205000,0,SKK490,602900,525100,77800,923700,135339680000,5381.0,8060.0,13559.0,4861.0,7311.0,1.896,599100,525100,74000,904400,131873640000,12948.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2529,特厚型,,Hi-SC105-1200-特厚型-190-22,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,22,325,205000,0,SKK490,602900,521500,81400,938700,137845320000,5612.0,8406.0,14118.0,5088.0,7653.0,1.916,599200,521500,77700,919400,134379570000,13510.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5992cm2)
2530,特厚型,,Hi-SC105-1200-特厚型-190-23,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,23,325,205000,0,SKK490,602900,517800,85000,953700,140337650000,5842.0,8750.0,14670.0,5315.0,7994.0,1.935,599100,517800,81300,934400,136872220000,14067.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2531,特厚型,,Hi-SC105-1200-特厚型-190-24,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,24,325,205000,0,SKK490,602900,514200,88700,968600,142816730000,6070.0,9092.0,15216.0,5541.0,8334.0,1.955,599100,514200,84900,949300,139351620000,14617.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2532,特厚型,,Hi-SC105-1200-特厚型-190-25,SC,1200,190,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,25,325,205000,0,SKK490,602900,510600,92300,983500,145282570000,6298.0,9432.0,15757.0,5767.0,8674.0,1.974,599100,510600,88500,964200,141817800000,15161.0,0.0,誤植: カタログ印字 Ao=5911cm2 (正 Ac+As=5991cm2)
2533,標準型,,Hi-SC105-1300-標準型-170-9,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,9,325,205000,0,SKK490,603500,567000,36500,754100,129877120000,2939.0,4402.0,6841.0,2281.0,3431.0,1.703,599400,567000,32400,733200,125465670000,6113.0,0.0,
2534,標準型,,Hi-SC105-1300-標準型-170-10,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,10,325,205000,0,SKK490,603500,563000,40500,770700,133282230000,3237.0,4848.0,7540.0,2533.0,3809.0,1.725,599400,563000,36400,749800,128870780000,6819.0,0.0,
2535,標準型,,Hi-SC105-1300-標準型-170-11,SC,1300,170,105,60,0,0,40000,0,0,0,0,0,false,0,0,0,0,0,0,11,325,205000,0,SKK490,603500,559000,44500,787200,136671420000,3532.0,5290.0,8231.0,2784.0,4187.0,1.746,599400,559000,40500,766300,132259970000,7516.0,0.0,
