Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,BarDesignation,BarCount,Ag,BarPCD,Ao,Ae,So,SoFromSection,Io,Ie,Ze,SigmaCe,ShearBarStdDia490,ShearBarStdPitch490,ShearBarStdDia785,ShearBarStdPitch785,ShearBarHighDia785,ShearBarHighPitch785,Msc,Mal,Mas,Mu,Qal,QasStd10,QasStd15,QasStd20,QuStd10,QuStd15,QuStd20,QasHigh10,QasHigh15,QasHigh20,QuHigh10,QuHigh15,QuHigh20,Nal,PhcAe,PhcIe,PhcSigmaCe,PhcMc,PhcMu,PhcQas,PhcQu,PhcNal,Ec,Ftp,SigmaPu,Ep,BarFtu,BarFy,Er,BarAllowLong,BarAllowLongD29Up,BarAllowShort,FcAllowCompLong,FcAllowCompShort,PrcAllowDiagLong,PhcAllowDiagLong,PhcAllowDiagShort,PhcAllowBendTensLongFactor,PhcAllowBendTensShortFactor,MassPerM,NodePitch,HeadOffset,ToeOffset,Note
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,80.0,標準,105.0,Ⅱ,10.0,12,942.0,420.0,D16,12,2383.0,412.0,105600.0,119200.0,7141000.0,7141333.333333333,2412000000.0,2704000000.0,10816000.0,6.3,6.5,60.0,6.0,80.0,6.0,60.0,132.7,182.4,278.1,414.8,182.0,369.0,279.0,231.0,554.0,418.0,346.0,390.0,299.0,251.0,585.0,449.0,377.0,2825.0,109400.0,2495100000.0,6.8,143.0,273.0,213.0,278.0,2538.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.356,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,80.0,標準,105.0,Ⅲ,10.0,12,942.0,420.0,D19,12,3438.0,408.0,105600.0,123500.0,7141000.0,7141333.333333333,2412000000.0,2790700000.0,11163000.0,6.2,6.5,60.0,6.0,80.0,6.0,60.0,134.6,195.3,321.7,473.9,186.0,388.0,291.0,240.0,582.0,437.0,361.0,409.0,312.0,261.0,613.0,468.0,392.0,2939.0,109400.0,2495100000.0,6.8,143.0,273.0,213.0,278.0,2538.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.356,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,80.0,標準,105.0,Ⅳ,10.0,12,942.0,420.0,D22,12,4645.0,405.0,105600.0,128500.0,7141000.0,7141333.333333333,2412000000.0,2888700000.0,11555000.0,5.9,6.5,60.0,6.0,80.0,6.0,60.0,136.9,209.1,366.4,539.3,189.0,405.0,303.0,249.0,607.0,454.0,373.0,425.0,323.0,269.0,638.0,485.0,404.0,3097.0,109400.0,2495100000.0,6.8,143.0,273.0,213.0,278.0,2538.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.356,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,80.0,標準,105.0,Ⅴ,10.0,12,942.0,420.0,D25,12,6080.0,401.0,105600.0,134400.0,7141000.0,7141333.333333333,2412000000.0,3000200000.0,12001000.0,5.7,6.5,60.0,6.0,80.0,6.0,60.0,140.4,224.4,420.8,613.9,193.0,422.0,314.0,257.0,633.0,471.0,386.0,442.0,335.0,278.0,664.0,502.0,417.0,3266.0,109400.0,2495100000.0,6.8,143.0,273.0,213.0,278.0,2538.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.356,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,Ⅰ,10.0,12,942.0,420.0,D13,12,1520.0,416.0,125700.0,135700.0,8167000.0,8166666.666666667,2670400000.0,2889400000.0,11557000.0,5.6,6.5,60.0,6.0,80.0,6.0,60.0,134.1,181.2,243.6,365.4,202.0,370.0,279.0,231.0,555.0,418.0,346.0,390.0,299.0,251.0,586.0,448.0,376.0,3311.0,129500.0,2753400000.0,5.9,147.0,273.0,243.0,318.0,3121.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.409,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,Ⅱ,10.0,12,942.0,420.0,D16,12,2383.0,412.0,125700.0,139300.0,8167000.0,8166666.666666667,2670400000.0,2962400000.0,11850000.0,5.5,6.5,60.0,6.0,80.0,6.0,60.0,136.3,194.1,278.9,415.1,206.0,391.0,293.0,241.0,586.0,439.0,362.0,411.0,313.0,261.0,617.0,470.0,392.0,3413.0,129500.0,2753400000.0,5.9,147.0,273.0,243.0,318.0,3121.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.409,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,Ⅲ,10.0,12,942.0,420.0,D19,12,3438.0,408.0,125700.0,143600.0,8167000.0,8166666.666666667,2670400000.0,3049100000.0,12196000.0,5.4,6.5,60.0,6.0,80.0,6.0,60.0,139.0,208.4,321.6,474.4,210.0,411.0,307.0,252.0,617.0,460.0,378.0,431.0,327.0,272.0,647.0,490.0,408.0,3533.0,129500.0,2753400000.0,5.9,147.0,273.0,243.0,318.0,3121.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.409,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,Ⅳ,10.0,12,942.0,420.0,D22,12,4645.0,405.0,125700.0,148600.0,8167000.0,8166666.666666667,2670400000.0,3147000000.0,12588000.0,5.2,6.5,60.0,6.0,80.0,6.0,60.0,141.0,223.5,367.5,540.4,214.0,430.0,319.0,261.0,645.0,479.0,392.0,450.0,339.0,281.0,675.0,509.0,422.0,3685.0,129500.0,2753400000.0,5.9,147.0,273.0,243.0,318.0,3121.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.409,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,Ⅴ,10.0,12,942.0,420.0,D25,12,6080.0,401.0,125700.0,154500.0,8167000.0,8166666.666666667,2670400000.0,3258500000.0,13034000.0,5.0,6.5,60.0,6.0,80.0,6.0,60.0,143.4,240.1,421.1,615.9,218.0,448.0,332.0,270.0,672.0,498.0,406.0,468.0,352.0,291.0,702.0,528.0,436.0,3863.0,129500.0,2753400000.0,5.9,147.0,273.0,243.0,318.0,3121.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.409,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅰ,10.0,16,1256.0,510.0,D13,16,2027.0,506.0,144200.0,157600.0,11826000.0,11826000.0,4834300000.0,5265600000.0,17552000.0,6.4,6.5,50.0,6.0,65.0,6.0,50.0,215.5,284.2,395.7,594.0,242.0,487.0,370.0,309.0,730.0,555.0,463.0,516.0,399.0,338.0,774.0,599.0,507.0,3719.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅰ,10.0,16,1256.0,510.0,D13,16,2027.0,506.0,144200.0,157600.0,11826000.0,11826000.0,4834300000.0,5265600000.0,17552000.0,6.4,6.5,50.0,6.0,65.0,6.0,50.0,215.5,284.2,395.7,594.0,242.0,487.0,370.0,309.0,730.0,555.0,463.0,516.0,399.0,338.0,774.0,599.0,507.0,3719.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅱ,10.0,16,1256.0,510.0,D16,16,3178.0,502.0,144200.0,162300.0,11826000.0,11826000.0,4834300000.0,5411100000.0,18037000.0,6.2,6.5,50.0,6.0,65.0,6.0,50.0,219.5,303.1,451.2,675.3,245.0,512.0,388.0,322.0,769.0,581.0,483.0,542.0,417.0,351.0,813.0,625.0,527.0,3863.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅱ,10.0,16,1256.0,510.0,D16,16,3178.0,502.0,144200.0,162300.0,11826000.0,11826000.0,4834300000.0,5411100000.0,18037000.0,6.2,6.5,50.0,6.0,65.0,6.0,50.0,219.5,303.1,451.2,675.3,245.0,512.0,388.0,322.0,769.0,581.0,483.0,542.0,417.0,351.0,813.0,625.0,527.0,3863.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅲ,10.0,16,1256.0,510.0,D19,16,4584.0,498.0,144200.0,168100.0,11826000.0,11826000.0,4834300000.0,5584700000.0,18616000.0,6.0,6.5,50.0,6.0,65.0,6.0,50.0,222.6,324.9,518.5,771.8,250.0,538.0,405.0,335.0,807.0,607.0,502.0,567.0,434.0,364.0,851.0,651.0,546.0,4034.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅲ,10.0,16,1256.0,510.0,D19,16,4584.0,498.0,144200.0,168100.0,11826000.0,11826000.0,4834300000.0,5584700000.0,18616000.0,6.0,6.5,50.0,6.0,65.0,6.0,50.0,222.6,324.9,518.5,771.8,250.0,538.0,405.0,335.0,807.0,607.0,502.0,567.0,434.0,364.0,851.0,651.0,546.0,4034.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅳ,10.0,16,1256.0,510.0,D22,16,6194.0,495.0,144200.0,174800.0,11826000.0,11826000.0,4834300000.0,5781300000.0,19271000.0,5.8,6.5,50.0,6.0,65.0,6.0,50.0,226.4,348.5,594.5,879.3,255.0,561.0,421.0,346.0,842.0,631.0,520.0,591.0,450.0,376.0,886.0,675.0,564.0,4230.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅳ,10.0,16,1256.0,510.0,D22,16,6194.0,495.0,144200.0,174800.0,11826000.0,11826000.0,4834300000.0,5781300000.0,19271000.0,5.8,6.5,50.0,6.0,65.0,6.0,50.0,226.4,348.5,594.5,879.3,255.0,561.0,421.0,346.0,842.0,631.0,520.0,591.0,450.0,376.0,886.0,675.0,564.0,4230.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅴ,10.0,16,1256.0,510.0,D25,16,8107.0,491.0,144200.0,182700.0,11826000.0,11826000.0,4834300000.0,6007000000.0,20023000.0,5.6,6.5,50.0,6.0,65.0,6.0,50.0,232.3,374.8,682.9,1002.0,261.0,585.0,436.0,358.0,877.0,655.0,537.0,614.0,466.0,388.0,921.0,699.0,581.0,4458.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅴ,10.0,16,1256.0,510.0,D25,16,8107.0,491.0,144200.0,182700.0,11826000.0,11826000.0,4834300000.0,6007000000.0,20023000.0,5.6,6.5,50.0,6.0,65.0,6.0,50.0,232.3,374.8,682.9,1002.0,261.0,585.0,436.0,358.0,877.0,655.0,537.0,614.0,466.0,388.0,921.0,699.0,581.0,4458.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,90.0,標準,105.0,Ⅵ,10.0,16,1256.0,510.0,D29,16,10278.0,488.0,144200.0,191600.0,11826000.0,11826000.0,4834300000.0,6261700000.0,20872000.0,5.4,6.5,50.0,6.0,65.0,6.0,50.0,237.9,403.5,781.6,1137.0,268.0,607.0,452.0,370.0,911.0,677.0,554.0,636.0,481.0,399.0,955.0,721.0,598.0,4713.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.538,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,90.0,標準,105.0,Ⅵ,10.0,16,1256.0,510.0,D29,16,10278.0,488.0,144200.0,191600.0,11826000.0,11826000.0,4834300000.0,6261700000.0,20872000.0,5.4,6.5,50.0,6.0,65.0,6.0,50.0,237.9,403.5,781.6,1137.0,268.0,607.0,452.0,370.0,911.0,677.0,554.0,636.0,481.0,399.0,955.0,721.0,598.0,4713.0,149200.0,4997600000.0,6.7,237.0,443.0,288.0,375.0,3476.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.493,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅰ,10.0,16,1256.0,510.0,D13,16,2027.0,506.0,169300.0,182700.0,13427000.0,13427333.333333334,5338200000.0,5769600000.0,19232000.0,5.6,6.5,50.0,6.0,65.0,6.0,50.0,223.1,300.5,396.7,594.2,270.0,514.0,389.0,322.0,772.0,583.0,483.0,543.0,417.0,351.0,815.0,626.0,526.0,4458.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅰ,10.0,16,1256.0,510.0,D13,16,2027.0,506.0,169300.0,182700.0,13427000.0,13427333.333333334,5338200000.0,5769600000.0,19232000.0,5.6,6.5,50.0,6.0,65.0,6.0,50.0,223.1,300.5,396.7,594.2,270.0,514.0,389.0,322.0,772.0,583.0,483.0,543.0,417.0,351.0,815.0,626.0,526.0,4458.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅱ,10.0,16,1256.0,510.0,D16,16,3178.0,502.0,169300.0,187500.0,13427000.0,13427333.333333334,5338200000.0,5915100000.0,19717000.0,5.5,6.5,50.0,6.0,65.0,6.0,50.0,226.7,322.2,454.0,676.0,275.0,543.0,408.0,337.0,814.0,612.0,505.0,572.0,437.0,366.0,857.0,655.0,548.0,4594.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅱ,10.0,16,1256.0,510.0,D16,16,3178.0,502.0,169300.0,187500.0,13427000.0,13427333.333333334,5338200000.0,5915100000.0,19717000.0,5.5,6.5,50.0,6.0,65.0,6.0,50.0,226.7,322.2,454.0,676.0,275.0,543.0,408.0,337.0,814.0,612.0,505.0,572.0,437.0,366.0,857.0,655.0,548.0,4594.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅲ,10.0,16,1256.0,510.0,D19,16,4584.0,498.0,169300.0,193300.0,13427000.0,13427333.333333334,5338200000.0,6088600000.0,20295000.0,5.3,6.5,50.0,6.0,65.0,6.0,50.0,229.3,346.0,519.8,772.9,279.0,570.0,426.0,351.0,855.0,640.0,526.0,599.0,455.0,379.0,898.0,683.0,569.0,4775.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅲ,10.0,16,1256.0,510.0,D19,16,4584.0,498.0,169300.0,193300.0,13427000.0,13427333.333333334,5338200000.0,6088600000.0,20295000.0,5.3,6.5,50.0,6.0,65.0,6.0,50.0,229.3,346.0,519.8,772.9,279.0,570.0,426.0,351.0,855.0,640.0,526.0,599.0,455.0,379.0,898.0,683.0,569.0,4775.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅲ,10.0,16,1256.0,510.0,D22,16,6194.0,495.0,169300.0,199900.0,13427000.0,13427333.333333334,5338200000.0,6285200000.0,20951000.0,5.2,6.5,50.0,6.0,65.0,6.0,50.0,234.6,372.0,597.9,881.6,285.0,596.0,444.0,364.0,894.0,666.0,546.0,625.0,473.0,393.0,938.0,709.0,589.0,4958.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅲ,10.0,16,1256.0,510.0,D22,16,6194.0,495.0,169300.0,199900.0,13427000.0,13427333.333333334,5338200000.0,6285200000.0,20951000.0,5.2,6.5,50.0,6.0,65.0,6.0,50.0,234.6,372.0,597.9,881.6,285.0,596.0,444.0,364.0,894.0,666.0,546.0,625.0,473.0,393.0,938.0,709.0,589.0,4958.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅴ,10.0,16,1256.0,510.0,D25,16,8107.0,491.0,169300.0,207800.0,13427000.0,13427333.333333334,5338200000.0,6510900000.0,21703000.0,5.0,6.5,50.0,6.0,65.0,6.0,50.0,238.7,400.2,685.5,1006.0,291.0,622.0,461.0,377.0,932.0,692.0,565.0,650.0,490.0,406.0,975.0,735.0,608.0,5195.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅴ,10.0,16,1256.0,510.0,D25,16,8107.0,491.0,169300.0,207800.0,13427000.0,13427333.333333334,5338200000.0,6510900000.0,21703000.0,5.0,6.5,50.0,6.0,65.0,6.0,50.0,238.7,400.2,685.5,1006.0,291.0,622.0,461.0,377.0,932.0,692.0,565.0,650.0,490.0,406.0,975.0,735.0,608.0,5195.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,Ⅵ,10.0,16,1256.0,510.0,D29,16,10278.0,488.0,169300.0,216800.0,13427000.0,13427333.333333334,5338200000.0,6765600000.0,22552000.0,4.8,6.5,50.0,6.0,65.0,6.0,50.0,243.6,431.0,782.8,1143.0,297.0,646.0,478.0,389.0,969.0,716.0,584.0,675.0,506.0,418.0,1012.0,760.0,627.0,5463.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.603,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,Ⅵ,10.0,16,1256.0,510.0,D29,16,10278.0,488.0,169300.0,216800.0,13427000.0,13427333.333333334,5338200000.0,6765600000.0,22552000.0,4.8,6.5,50.0,6.0,65.0,6.0,50.0,243.6,431.0,782.8,1143.0,297.0,646.0,478.0,389.0,969.0,716.0,584.0,675.0,506.0,418.0,1012.0,760.0,627.0,5463.0,174300.0,5501500000.0,5.8,244.0,443.0,324.0,425.0,4218.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.558,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,ⅠA,11.2,16,1600.0,600.0,D13,16,2027.0,597.0,188500.0,203300.0,18617000.0,18166666.666666668,8718000000.0,9379100000.0,26798000.0,6.3,8.5,70.0,7.5,90.0,7.5,60.0,326.5,423.1,560.4,845.4,310.0,627.0,479.0,401.0,941.0,719.0,602.0,683.0,535.0,457.0,1024.0,802.0,685.0,4818.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,ⅠA,11.2,16,1600.0,600.0,D13,16,2027.0,597.0,188500.0,203300.0,18617000.0,18166666.666666668,8718000000.0,9379100000.0,26798000.0,6.3,8.5,70.0,7.5,90.0,7.5,60.0,326.5,423.1,560.4,845.4,310.0,627.0,479.0,401.0,941.0,719.0,602.0,683.0,535.0,457.0,1024.0,802.0,685.0,4818.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,ⅠB,11.2,16,1600.0,600.0,D19,8,2292.0,589.0,188500.0,204400.0,18617000.0,18166666.666666668,8718000000.0,9416700000.0,26905000.0,6.3,8.5,70.0,7.5,90.0,7.5,60.0,326.5,428.1,577.8,867.5,311.0,635.0,484.0,405.0,952.0,727.0,608.0,691.0,540.0,461.0,1036.0,810.0,691.0,4844.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,ⅠB,11.2,16,1600.0,600.0,D19,8,2292.0,589.0,188500.0,204400.0,18617000.0,18166666.666666668,8718000000.0,9416700000.0,26905000.0,6.3,8.5,70.0,7.5,90.0,7.5,60.0,326.5,428.1,577.8,867.5,311.0,635.0,484.0,405.0,952.0,727.0,608.0,691.0,540.0,461.0,1036.0,810.0,691.0,4844.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
